server,timestamp,elapsed_s,goodput_bps,goodput_mbps,bytes_acked,snd_cwnd,rtt_us,rtt_ms,rttvar_us,retransmits,total_retrans,lost,pacing_rate,delivery_rate,snd_ssthresh,cc_algo
212.60.92.134:60001,1773106896.329917,1.844,490174.1831025561,0.4901741831025561,112982,21,307609,307.609,310,3,14,3,18446744073709551615,84665,10,mycc
212.60.92.134:60001,1773106897.4551268,2.969,720647.8240616746,0.7206478240616746,214342,23,289114,289.114,24550,5,29,5,18446744073709551615,80064,11,mycc
212.60.92.134:60001,1773106899.196619,4.711,771604.9172596924,0.7716049172596925,382310,25,291517,291.517,18901,2,49,2,18446744073709551615,109067,12,mycc
212.60.92.134:60001,1773106900.732437,6.246,739170.984018317,0.7391709840183169,524214,26,317805,317.805,22526,2,78,2,18446744073709551615,99106,13,mycc
212.60.92.134:60001,1773106901.8922293,7.406,898919.4782632291,0.8989194782632292,654534,28,256532,256.532,10694,2,100,2,18446744073709551615,118028,14,mycc
212.60.92.134:60001,1773106903.0873935,8.601,862622.8905256498,0.8626228905256498,783406,30,319642,319.642,26033,3,110,3,18446744073709551615,122455,15,mycc
212.60.92.134:60001,1773106904.5215335,10.036,1098514.8146552935,1.0985148146552934,980334,32,305999,305.999,3389,1,136,1,18446744073709551615,145863,16,mycc
212.60.92.134:60001,1773106905.7521935,11.266,1055693.7256696455,1.0556937256696455,1142734,34,308781,308.781,437,4,150,4,18446744073709551615,140556,17,mycc
212.60.92.134:60001,1773106906.7742503,12.288,1405416.9735876292,1.4054169735876292,1322286,36,236271,236.271,2070,3,166,3,18446744073709551615,194313,18,mycc
212.60.92.134:60001,1773106909.0579515,14.572,1339131.4174078985,1.3391314174078985,1704558,39,239882,239.882,7952,4,207,4,18446744073709551615,183601,19,mycc
212.60.92.134:60001,1773106910.5639386,16.078,984571.4705529965,0.9845714705529965,1889902,41,307654,307.654,314,8,247,8,18446744073709551615,155237,20,mycc
212.60.92.134:60001,1773106912.3035953,17.818,1438297.5784878784,1.4382975784878784,2202670,44,271025,271.025,11747,3,280,3,18446744073709551615,214630,22,mycc
212.60.92.134:60001,1773106913.8403702,19.354,1989996.0965462097,1.9899960965462096,2584942,46,278007,278.007,1635,3,313,3,18446744073709551615,202899,23,mycc
212.60.92.134:60001,1773106915.6084013,21.122,825542.0299118352,0.8255420299118352,2767390,48,264644,264.644,9787,7,356,7,18446744073709551615,193961,24,mycc
212.60.92.134:60001,1773106917.3209865,22.835,2232134.188647998,2.232134188647998,3245230,49,308652,308.652,6574,13,425,13,18446744073709551615,169726,24,mycc
212.60.92.134:60001,1773106919.4711242,24.985,1325340.255736455,1.325340255736455,3601438,52,304629,304.629,891,11,477,11,18446744073709551615,192341,25,mycc
212.60.92.134:60001,1773106921.2514863,26.766,2277289.5095200725,2.2772895095200725,4108238,54,260648,260.648,10706,11,521,11,18446744073709551615,182619,27,mycc
212.60.92.134:60001,1773106923.1597404,28.674,1754365.8982777926,1.7543658982777925,4526710,55,306225,306.225,698,9,585,9,18446744073709551615,215478,27,mycc
212.60.92.134:60001,1773106924.7966688,30.311,2250380.762033128,2.250380762033128,4987174,57,299260,299.26,12811,6,633,6,18446744073709551615,226773,28,mycc
212.60.92.134:60001,1773106926.0258918,31.54,1715138.7322180057,1.7151387322180056,5250710,59,311290,311.29,7721,14,675,14,18446744073709551615,211890,29,mycc
212.60.92.134:60001,1773106927.7657518,33.28,1571289.5917666072,1.5712895917666072,5592438,60,297144,297.144,16117,13,720,13,18446744073709551615,216849,30,mycc
212.60.92.134:60001,1773106929.146095,34.66,1877283.8539700382,1.8772838539700383,5916350,62,277909,277.909,25850,12,777,12,18446744073709551615,229679,31,mycc
212.60.92.134:60001,1773106930.681586,36.196,2648002.513407106,2.648002513407106,6424598,65,254093,254.093,43130,8,825,8,18446744073709551615,301257,32,mycc
212.60.92.134:60001,1773106932.1690702,37.683,2289567.823165428,2.2895678231654277,6850310,66,307550,307.55,107,7,889,7,18446744073709551615,277693,33,mycc
212.60.92.134:60001,1773106933.2964544,38.81,1859795.4685064815,1.8597954685064815,7112398,67,275589,275.589,1763,9,940,9,18446744073709551615,305558,33,mycc
212.60.92.134:60001,1773106935.344041,40.858,2613714.991257424,2.613714991257424,7781374,70,310386,310.386,8844,15,1017,15,18446744073709551615,253819,35,mycc
212.60.92.134:60001,1773106936.4715588,41.986,2414365.6454603276,2.4143656454603275,8121654,71,270719,270.719,1310,6,1053,6,18446744073709551615,343484,35,mycc
212.60.92.134:60001,1773106938.9309046,44.445,2298575.4828066113,2.298575482806611,8828278,73,309219,309.219,262,10,1138,10,18446744073709551615,294969,36,mycc
105.235.237.2:5205,1773106943.5737793,1.162,718125.6128766284,0.7181256128766285,104294,82,290824,290.824,3666,0,0,0,18446744073709551615,194512,2147483647,mycc
105.235.237.2:5205,1773106945.5027087,3.091,16628963.808635198,16.6289638086352,4113806,1618,616052,616.052,2779,54,55,54,18446744073709551615,3291632,809,mycc
105.235.237.2:5205,1773106947.158824,4.747,14416039.809344063,14.416039809344063,7098134,1618,730357,730.357,15589,144,360,144,18446744073709551615,782076,809,mycc
105.235.237.2:5205,1773106948.4011226,5.989,25195205.01991756,25.19520501991756,11010630,1618,604778,604.778,5661,515,945,515,18446744073709551615,2614459,809,mycc
105.235.237.2:5205,1773106950.6065483,8.195,25281852.391000178,25.28185239100018,17980286,1618,344443,344.443,74117,101,1521,101,18446744073709551615,745294,809,mycc
105.235.237.2:5205,1773106952.2450764,9.833,13927426.621654322,13.927426621654323,20832846,1618,412886,412.886,74698,127,2157,127,18446744073709551615,829109,809,mycc
105.235.237.2:5205,1773106953.8784173,11.466,22120610.232194886,22.120610232194885,25349158,1618,455669,455.669,67553,102,2748,102,18446744073709551615,1011828,809,mycc
105.235.237.2:5205,1773106955.532478,13.121,22502253.294593517,22.502253294593515,30001670,1618,497544,497.544,68364,104,3368,104,18446744073709551615,1055672,809,mycc
105.235.237.2:5205,1773106957.1981053,14.786,22380344.821093515,22.380344821093516,34661334,1618,565354,565.354,61571,113,3994,113,18446744073709551615,1140919,809,mycc
105.235.237.2:5205,1773106958.8694646,16.458,21735257.036992297,21.735257036992298,39202262,1618,423642,423.642,68549,96,4596,96,18446744073709551615,1067957,809,mycc
105.235.237.2:5205,1773106960.489625,18.078,23423340.908604514,23.423340908604512,43945958,1618,363383,363.383,76131,120,5229,120,18446744073709551615,801717,809,mycc
105.235.237.2:5205,1773106961.9234147,19.511,24019722.89079659,24.01972289079659,48250862,1618,766304,766.304,5630,184,5688,184,18446744073709551615,2619805,809,mycc
105.235.237.2:5205,1773106963.7648067,21.353,29163710.294213474,29.163710294213473,54963590,1618,264842,264.842,36427,21,6058,21,18446744073709551615,580565,809,mycc
105.235.237.2:5205,1773106965.4602406,23.048,19732171.738944042,19.732171738944043,59145414,1618,310981,310.981,64952,103,6763,103,18446744073709551615,649243,809,mycc
105.235.237.2:5205,1773106967.0741234,24.662,22473443.82614507,22.473443826145072,63679102,1618,715116,715.116,24510,71,7313,71,18446744073709551615,2163967,809,mycc
105.235.237.2:5205,1773106968.762884,26.351,14027310.40493451,14.02731040493451,66640198,1618,430610,430.61,67584,97,7936,97,18446744073709551615,975084,809,mycc
105.235.237.2:5205,1773106970.429242,28.017,21411197.429821845,21.411197429821843,71100038,1618,579314,579.314,57500,85,8547,85,18446744073709551615,1322370,809,mycc
105.235.237.2:5205,1773106971.848072,29.436,25326194.146479797,25.326194146479796,75591734,1618,758859,758.859,5807,212,9039,212,18446744073709551615,2627904,809,mycc
105.235.237.2:5205,1773106973.6451676,31.233,28387993.261556484,28.387993261556485,81968726,1618,352897,352.897,34398,87,9581,87,18446744073709551615,732816,809,mycc
105.235.237.2:5205,1773106975.2722569,32.86,22198482.187394343,22.198482187394344,86483590,1618,341989,341.989,66394,121,10240,121,18446744073709551615,740210,809,mycc
105.235.237.2:5205,1773106976.9207625,34.509,13786915.12525024,13.78691512525024,89324566,1618,268960,268.96,6425,134,10747,134,18446744073709551615,717074,809,mycc
105.235.237.2:5205,1773106978.6310463,36.219,31483037.71408625,31.48303771408625,96055182,1618,258275,258.275,2049,71,11249,71,18446744073709551615,622870,809,mycc
105.235.237.2:5205,1773106980.400887,37.989,21206518.548700366,21.206518548700366,100746702,1618,358408,358.408,46893,81,11668,81,18446744073709551615,963984,809,mycc
105.235.237.2:5205,1773106982.1095936,39.698,13663630.586352833,13.663630586352832,103665094,1618,387196,387.196,71507,94,12161,94,18446744073709551615,970490,809,mycc
105.235.237.2:5205,1773106983.8610706,41.449,22427882.256249364,22.427882256249365,108575334,1618,297585,297.585,15354,107,12624,107,18446744073709551615,734651,809,mycc
105.235.237.2:5205,1773106985.5494823,43.138,22636336.690707557,22.636336690707555,113352766,1618,249549,249.549,6686,54,13096,54,18446744073709551615,588116,809,mycc
speed.mymanga.pro:9215,1773107006.1372747,1.055,373648.757938664,0.373648757938664,49270,44,334733,334.733,15575,0,0,0,18446744073709551615,96837,2147483647,mycc
speed.mymanga.pro:9215,1773107007.2297761,2.147,3085528.3060814883,3.085528306081488,470638,335,396207,396.207,22152,0,0,0,18446744073709551615,580057,2147483647,mycc
speed.mymanga.pro:9215,1773107008.7950478,3.713,23852238.562810566,23.852238562810566,5137542,1784,575543,575.543,512,8,9,8,18446744073709551615,4476456,892,mycc
speed.mymanga.pro:9215,1773107010.7061183,5.624,22599738.771203343,22.59973877120334,10536254,1784,420875,420.875,3355,666,739,666,18446744073709551615,2794525,892,mycc
