server,timestamp,elapsed_s,goodput_bps,goodput_mbps,bytes_acked,snd_cwnd,rtt_us,rtt_ms,rttvar_us,retransmits,total_retrans,lost,pacing_rate,delivery_rate,snd_ssthresh,cc_algo
41.226.22.119:9206,1773172398.7903817,9.416,20420040.51972088,20.420040519720878,9052934,347,158507,158.507,1053,0,0,0,3803903,3006063,36,cubic
169.150.238.161:5201,1773172418.164238,1.228,887219.1299440317,0.8872191299440317,136150,34,326100,326.1,1227,0,0,0,181166,149529,31,cubic
169.150.238.161:5201,1773172419.7007444,2.764,1424905.2131915602,1.4249052131915603,409822,44,304233,304.233,787,0,0,0,251301,194119,31,cubic
169.150.238.161:5201,1773172420.9318733,3.995,1778348.2662052948,1.7783482662052947,683494,53,303293,303.293,1259,0,0,0,303642,234567,31,cubic
169.150.238.161:5201,1773172422.1598055,5.223,1999954.0451230127,1.9999540451230127,990470,74,302972,302.972,1204,0,0,0,424402,188594,31,cubic
169.150.238.161:5201,1773172423.389737,6.453,3739109.4902078155,3.7391094902078157,1565326,121,299383,299.383,1241,0,0,0,702276,536768,31,cubic
169.150.238.161:5201,1773172424.6183412,7.682,4327720.428520087,4.327720428520087,2229958,176,304645,304.645,585,0,0,0,1003848,381923,31,cubic
169.150.238.161:5201,1773172425.8479142,8.911,7678242.700905898,7.678242700905898,3410078,257,313643,313.643,1596,0,0,0,1423794,791191,31,cubic
86.96.154.106:7012,1773172455.0455172,1.128,1243292.2482034436,1.2432922482034436,175246,55,302858,302.858,1271,0,0,0,315553,248475,52,cubic
86.96.154.106:7012,1773172456.2729723,2.355,2246104.0831898563,2.246104083189856,519870,67,300231,300.231,1379,0,0,0,387765,300671,52,cubic
86.96.154.106:7012,1773172457.399688,3.482,2981550.819765931,2.981550819765931,939790,82,298543,298.543,1480,0,0,0,477260,365854,52,cubic
86.96.154.106:7012,1773172458.526408,4.609,3618972.0383511297,3.6189720383511297,1449486,99,257431,257.431,1667,0,0,0,668226,508387,52,cubic
86.96.154.106:7012,1773172459.6885173,5.771,4037072.6722689075,4.037072672268907,2035926,120,231488,231.488,721,0,0,0,900745,430039,52,cubic
86.96.154.106:7012,1773172460.8825924,6.965,5296872.834781526,5.296872834781525,2826534,155,298483,298.483,1097,0,0,0,902320,663451,52,cubic
86.96.154.106:7012,1773172461.906432,7.989,6596221.549686165,6.596221549686165,3670718,201,250706,250.706,1289,0,0,0,1393094,1064254,52,cubic
86.96.154.106:7012,1773172463.0359735,9.118,8860741.105352642,8.860741105352641,4921790,282,306471,306.471,492,0,0,0,1598852,383868,52,cubic
84.17.57.129:5201,1773172472.999141,1.156,1062361.8763212815,1.0623618763212814,153526,114,230641,230.641,350,0,0,0,1431417,179932,2147483647,cubic
84.17.57.129:5201,1773172474.03845,2.195,16640779.19764873,16.64077919764873,2315390,1607,275762,275.762,592,0,0,0,16876354,4189589,2147483647,cubic
